Names,90s,Gls,Ast,G+A,G-PK,PK,PKatt,xG,npxG,xAG,npxG+xAG,PrgR,Sh,SoT,SoT%,G/Sh,G/SoT,Dist,npxG/Sh,G-xG,np:G-xG,TotDist,PrgDist,Cmp%S,Cmp%M,Cmp%L,xA,A-xAG,KP,F3rdPPA,PPA,CrsPA,PrgP,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,BlockedPass,SCA,SCA90,PassLiveSCA,PassDeadSCA,TO,ShToS,Fld,Def,GCA,GCA90,PassLive,PassDead,TOSCA,ShSCA,FldSCA,DefSCA,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,TklDef,Att,Tkl%,Lost,Blocks,ShBlocked,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Def 3rdT,Mid 3rdT,Att 3rdT,Att Pen,LiveT,AttTO,Succ%,Tkld,Tkld%,Carries,TotDistC,PrgDistC,PrgC,F3Carry,CPA,Mis,Dis,Rec,CrdY,CrdR,2CrdY,Fls,PKwon,PKcon,OG,Recov,ADWon,ADLost,Playstyles
Ben Brereton,1,0.3451,0.1107,0.4557,0.306,0.0391,0.0391,0.276,0.25,0.0853,0.3353,5.5924,2.2852,0.918,40.2,0.13,0.33,0.1113,0.13,2.6,1.6,194.6484,41.0612,83.1,73.4,59.6,0.0677,0.0254,0.7487,0.7161,0.4427,0.0781,1.4453,17.0573,0.6576,0.0977,0.0781,0.2799,0.6771,0.3646,0.1237,0,0,0,13.1836,0.0716,0.5664,1.8034,0.0155,1.1914,0.0195,0.1497,0.2018,0.2214,0.0195,0.2669,0.0023,0.1497,0,0.0195,0.0651,0.0326,0,0.5729,0.3906,0.2148,0.2734,0.0846,0.293,0.7422,39.5,0.4492,0.319,0.0391,0.2799,0.2734,0.8138,0.4492,0,27.1354,0.7617,3.5742,10.3841,13.737,3.151,27.1029,2.4544,44.6,1.3216,53.8,18.5286,131.6797,55.6445,1.9661,1.1523,0.9766,2.2396,1.5234,20.6641,0.1693,0.0065,0,1.237,0.0456,0,0,3.1445,0.5404,1.3867,Complete Forward
Ante Budimir,1,0.4185,0.083,0.5014,0.3571,0.0613,0.0649,0.2197,0.1923,0.0314,0.2237,2.8571,1.2662,1.0534,39.6,0.15,0.34,0.0455,0.16,1.1,-1.3,75.285,13.7229,69.2,57.3,46.4,0.0289,0.0516,0.3211,0.4906,0.1335,0.0108,0.7143,9.6212,0.5736,0.0072,0.018,0.0108,0.1299,0.0649,0.0036,0,0,0,6.2987,0.0469,0.2453,0.9488,0.0065,0.5772,0.018,0.0613,0.1371,0.1371,0.018,0.101,0.0007,0.0469,0,0.0072,0.018,0.0289,0,0.5736,0.3427,0.0722,0.3571,0.1443,0.0938,0.4113,22.8,0.3175,0.4401,0.0758,0.3644,0.1154,0.689,0.5231,0.0036,16.461,0.6025,1.2987,7.5541,7.7381,2.6082,16.425,0.7504,45.2,0.3896,51.9,8.4668,39.0079,14.246,0.6205,0.4582,0.3283,1.7136,0.8297,12.1645,0.2597,0.0036,0.0036,1.3672,0.0216,0,0,1.1797,2.8499,2.7128,Poacher
Jos\xc3\xa9 Callej\xc3\xb3n,1,0.2287,0.2103,0.439,0.2287,0,0,0.0762,0.0762,0.0873,0.1632,3.1414,0.8991,0.8044,35.4,0.11,0.28,0.0434,0.11,-7,-7,222.6393,49.9238,89.1,77.6,50.8,0.0786,0.123,0.8176,0.8807,0.5757,0.1735,1.5536,16.53,1.8717,0.3155,0.0526,0.1919,2.5736,0.3444,1.1251,0.3155,0.5363,0.0473,14.2928,0.0421,0.3523,1.5037,0.01,1.0804,0.2787,0.0184,0.071,0.0499,0.0053,0.1814,0.0012,0.1262,0.0237,0.0026,0.0184,0.0079,0.0026,0.3496,0.3049,0.1157,0.1604,0.0736,0.184,0.5547,33.2,0.3707,0.3759,0.0499,0.326,0.2708,0.5415,0.234,0.0053,21.3433,0.3286,2.2056,9.0931,10.1735,1.225,21.3407,0.4075,39.4,0.2208,54.2,11.8533,48.307,23.9984,0.6151,0.5731,0.1078,0.4048,0.234,15.5836,0.1052,0.0053,0,0.9201,0.0079,0.0105,0,1.7403,0.2392,0.4548,Inverted Winger
Eduardo Camavinga,1,0.04,0.0599,0.0999,0.04,0,0,0.0509,0.0509,0.0569,0.1079,2.5674,0.7892,0.2198,27.8,0.05,0.18,0.2208,0.06,-1.1,-1.1,852.4176,206.7932,91.8,92.6,82.3,0.0669,0.003,0.7892,4.8052,0.4595,0.0599,5.974,54.7852,2.1778,1.1988,0.1698,0.3596,0.1798,0.969,0,0,0,0,50.9491,0.1598,0.5794,2.4176,0.0242,1.8282,0,0.1199,0.0699,0.3297,0.0699,0.2498,0.0025,0.1698,0,0.02,0.03,0.03,0,3.8162,2.3976,1.6284,1.7183,0.4695,1.5085,3.1668,47.6,1.6583,1.3387,0.2198,1.1189,1.0989,4.9151,1.0589,0.02,69.5904,1.978,14.4356,42.028,14.1758,1.0889,69.5904,2.2777,61.4,0.7393,32.5,44.2857,258.3516,138.042,2.6873,2.4276,0.3397,1.6384,1.009,50.3197,0.2797,0,0,2.0979,0,0,0,6.2837,1.0989,0.9191,Pivot
Sergio Camello,1,0.3338,0.1366,0.4704,0.3338,0,0.0303,0.3794,0.3475,0.1259,0.475,5.3263,2.8073,1.0167,36.2,0.12,0.33,0.2352,0.12,-3,-0.9,228.3763,38.3915,80.7,79.8,58.5,0.1002,0.0106,1.214,0.8042,0.7436,0.0303,2.003,19.393,2.1851,0.0759,0.1366,0.1366,0.3338,0.1214,0.0303,0,0.0152,0,16.176,0.1669,0.7132,2.4279,0.0369,1.8816,0.0455,0.2428,0.1214,0.1062,0.0303,0.2731,0.0041,0.1973,0,0.0455,0.0303,0,0,0.5159,0.2428,0.091,0.2731,0.1517,0.1669,0.5615,29.7,0.3945,0.4097,0.0152,0.3945,0.1821,0.698,0.7739,0,32.1851,0.9105,2.17,13.7785,16.7223,4.2185,32.1548,2.0941,43.5,1.1077,52.9,19.3171,99.7876,38.695,1.4112,1.1381,0.6373,2.6859,1.4871,23.0653,0.1366,0,0,0.6525,0,0,0,2.6404,0.9863,2.1851,Poacher
Jo\xc3\xa3o Cancelo,1,0.0564,0.1363,0.1928,0.0564,0,0,0.0512,0.0512,0.1269,0.1782,5.0776,1.1472,0.3385,29.5,0.05,0.17,0.103,0.05,-0.9,-0.9,791.5468,227.2591,92.5,82.7,59.6,0.1406,0.0094,1.0014,4.2924,1.6173,0.3761,5.4913,53.1547,6.7983,1.0155,0.1975,0.6065,4.048,5.3879,0.3949,0.174,0.1598,0.0047,49.9765,0.1646,0.9967,2.4824,0.0159,1.9088,0.1269,0.1881,0.1551,0.0658,0.0376,0.3103,0.002,0.2116,0.0282,0.0235,0.0329,0.0141,0,1.7207,1.6361,0.8651,0.6018,0.2539,0.9873,1.8336,53.8,0.8463,0.6018,0.0893,0.5125,1.6079,2.7221,1.1519,0.0188,68.4767,1.7724,13.3145,33.7283,22.1063,1.8148,68.4767,2.7315,59,1.0484,38.4,43.1594,230.7334,126.9911,3.0042,2.3084,0.771,1.0625,0.6394,48.4391,0.2351,0.0235,0.0094,1.3258,0.0047,0.0188,0,4.6874,0.9215,0.8792,Offensive Wing Back
Sergi Can\xc3\xb3s,1,0.2512,0.1969,0.4481,0.2512,0,0,0.1337,0.1337,0.1113,0.2451,4.8065,2.2811,0.9301,36.6,0.08,0.24,0.131,0.07,-0.7,-0.7,200.0136,70.706,77.9,63.4,38.3,0.1127,0.0855,0.8826,1.3238,0.8486,0.2444,2.2403,19.5519,0.9097,0.1561,0.1561,0.1901,2.4847,0.5363,0.1901,0.095,0.0407,0.0068,12.7699,0.0679,1.0862,1.928,0.0204,1.3849,0.0475,0.1901,0.1765,0.095,0.0339,0.2512,0.0026,0.1765,0.0068,0.0136,0.0339,0.0136,0.0068,1.3103,0.8622,0.5703,0.4277,0.3123,0.516,1.317,39.2,0.8011,0.7536,0.0339,0.7196,0.5974,1.799,0.516,0,29.4501,0.6517,4.7794,11.8126,13.4623,2.6273,29.4501,2.1792,50.2,1.0794,49.5,17.7325,124.8133,67.2369,2.2132,1.4392,0.7671,1.7515,0.9844,19.5859,0.2037,0.0136,0.0068,1.6361,0.0204,0,0.0068,3.9851,0.3666,0.7739,Inverted Winger
\xc3\x89tienne Capoue,1,0.069,0.0468,0.1158,0.0666,0.0025,0.0049,0.0187,0.0187,0.0187,0.0375,0.4535,0.4363,0.2711,29.4,0.08,0.25,0.0587,0.06,-0.6,-0.6,295.4277,80.7099,90.4,88.3,66.8,0.0229,0.0281,0.1627,1.792,0.1676,0.0123,1.893,19.5267,0.7444,0.4831,0.0764,0.4092,0.3229,0.0542,0.0222,0.0148,0,0,17.2517,0.0567,0.1923,0.6064,0.0038,0.4412,0.0246,0.0345,0.0296,0.0493,0.0271,0.0739,0.0005,0.0493,0.0025,0.0074,0.0074,0.0025,0.0049,0.8282,0.5916,0.3648,0.3968,0.0666,0.3451,0.7764,44.4,0.4314,0.387,0.106,0.281,0.9268,1.6046,0.7838,0.0049,24.4269,1.2349,5.5238,15.79,3.3793,0.2342,24.4269,0.6803,62.3,0.2317,34.1,13.7614,62.5733,29.332,0.3968,0.3944,0.0518,0.3155,0.2909,15.965,0.2736,0.0099,0,1.9349,0.0025,0.0074,0.0025,2.5413,0.6877,0.4042,Disruptor
Isaac Carcelen,1,0.0557,0.0686,0.1243,0.0471,0.0086,0.0129,0.0519,0.0416,0.0493,0.0909,2.9661,0.6215,0.1843,27.6,0.07,0.26,0.1042,0.07,-0.1,0.3,442.9447,162.3746,88.4,78.2,47.2,0.0471,0.0193,0.5872,1.9846,0.5701,0.2186,2.9447,28.4355,7.5311,1.1487,0.0686,0.3,1.8217,6.078,0.2872,0.0857,0.1715,0,27.4968,0.1372,0.8744,1.6031,0.0084,1.0802,0.1843,0.0772,0.0814,0.15,0.03,0.1414,0.0007,0.1029,0,0.0129,0.0086,0.0171,0,1.9074,1.2688,1.093,0.6644,0.15,0.973,1.736,56,0.763,0.9601,0.2143,0.7458,1.0759,2.9833,2.1046,0.0257,45.2079,2.7261,14.3292,20.2229,11.1187,0.7544,45.195,1.3373,55.8,0.5872,43.9,20.7544,107.2739,57.2525,1.3588,1.0844,0.2357,1.0159,0.8444,23.0733,0.2143,0.0129,0,1.0502,0.0171,0.0257,0,4.5521,0.8744,0.8701,Offensive Wing Back
Marc Cardona,1,0.3183,0.1061,0.4244,0.2785,0.0398,0.0398,0.4085,0.3767,0.118,0.4947,6.8037,2.321,0.9814,42.3,0.12,0.28,0.1804,0.17,-6.8,-7.4,204.2042,39.1379,78.8,72.2,58.8,0.0729,-0.0119,0.9682,0.9682,0.5836,0.0796,1.7639,20.1724,1.7507,0.0398,0.0796,0.1989,0.4377,0.2255,0.0133,0,0,0,15.7294,0.1061,0.7958,2.1751,0.0288,1.4456,0.0265,0.3448,0.1724,0.1592,0.0265,0.2653,0.0034,0.1326,0,0.0265,0.0663,0.0398,0,0.9019,0.5172,0.2122,0.3183,0.3714,0.1989,1.1406,17.4,0.9416,0.6233,0.0796,0.5438,0.3448,1.2467,0.5438,0,35.3183,0.6897,2.8117,15.3183,17.6127,4.6021,35.2785,2.8515,40.9,1.6313,57.2,20.9416,107.5995,45.4509,1.7109,1.1804,0.7825,3.7533,1.7905,25.1459,0.1857,0,0,1.2865,0.0531,0,0,3.5013,1.5782,2.9576,Poacher
Sergi Cardona,1,0,0.0358,0.0358,0,0,0,0.031,0.031,0.0739,0.1049,5.2205,0.584,0.1311,22.4,0,0,0.2443,0.05,-2.6,-2.6,797.1633,317.0322,88.6,82.4,44.6,0.0954,-0.0381,0.8224,3.3015,0.6675,0.2384,4.3981,55.9833,11.1204,1.3349,0.0238,0.1311,2.3838,9.7735,0,0,0,0,53.4207,0.1907,1.6806,2.0143,0.024,1.5852,0.1073,0.0596,0.0596,0.143,0.0596,0.1549,0.0018,0.1073,0,0.0119,0,0.0238,0.0119,3.1228,1.8355,1.7402,1.0965,0.2861,1.8117,3.1108,58.2,1.2992,1.4779,0.1907,1.2872,1.9785,5.1013,2.4791,0.0358,80.143,3.3731,24.7318,38.6293,17.2944,1.3349,80.143,1.5852,39.8,0.8462,53.4,40.9893,185.6257,100.6079,1.9785,1.5614,0.3337,1.2277,0.5959,47.3182,0.3337,0,0,1.5495,0,0.0358,0.0119,6.2694,1.6567,1.2634,Wide Winger
Carmona,1,0.2222,0.1111,0.3333,0.2222,0,0,0.0833,0.0833,0.0444,0.1278,3.2778,0.9444,0.3889,41.2,0.24,0.57,0.9167,0.09,2.5,2.5,434.2778,142.2778,87.3,74.9,50,0.0389,0.0667,0.5556,2.2222,0.4444,0.1667,1.6667,32.8889,3.8889,0.6111,0,0.1667,1.5556,3.2222,0,0,0,0,27.7222,0.1111,1.2778,2,0.1111,1.2778,0.1667,0.1667,0.2222,0.0556,0.1111,0.2222,0.0122,0.2222,0,0,0,0,0,2.1111,1.5,0.7778,0.8889,0.4444,0.9444,2.3333,40.5,1.3889,1.7778,0.4444,1.3333,1.1111,3.2222,1.7222,0.0556,49.3333,3.3889,15.7222,20.8889,13.3889,2.0556,49.3333,2.1667,38.5,1.0556,48.7,27,138.9444,68.3333,1.6111,1.6667,0.6667,2.0556,0.5,26.8333,0.7778,0.1111,0.1111,2.6667,0,0,0,6.1667,1.0556,1.7222,Sweeper
Yannick Carrasco,1,0.2983,0.2524,0.5507,0.2371,0.0612,0.065,0.0841,0.0753,0.0799,0.1553,3.3652,2.0038,0.9675,37.4,0.09,0.25,0.0696,0.1,1,0.3,156.7189,46.9981,88.7,73.2,40,0.0704,0.1725,0.6883,0.5392,0.5392,0.0994,1.1855,13.021,2.1491,0.5392,0.0803,0.0994,3.0134,0.826,0.7763,0.4092,0.1606,0,11.5908,0.1338,0.3824,1.4493,0.0148,0.8145,0.2371,0.2715,0.0765,0.0497,0,0.1874,0.0019,0.0956,0.0421,0.0306,0.0076,0.0115,0,0.4895,0.5277,0.2486,0.1453,0.0956,0.2639,0.6424,41.1,0.3786,0.3556,0.0229,0.3327,0.4168,0.7113,0.2218,0.0115,19.9082,0.3518,2.9025,7.0096,10.3977,1.8738,19.8967,1.8356,56.3,0.7533,41,12.1644,90.0688,49.8317,1.9924,1.086,0.8948,0.9293,0.7266,13.1511,0.2065,0,0,1.2428,0.0115,0.0038,0,2.1224,0.065,0.1721,Offensive Wing Back
Dani Carvajal,1,0.0308,0.1463,0.1771,0.0308,0,0,0.0239,0.0239,0.0762,0.0997,3.7659,0.3889,0.1733,32.7,0.05,0.18,0.0766,0.07,-1.2,-1.2,540.8587,150.8548,91.3,86.8,68.7,0.0793,0.0701,0.6777,1.8829,0.7201,0.2734,2.6146,33.866,5.3023,0.5891,0.0693,0.3966,2.1063,4.7093,0.0039,0,0,0,33.2576,0.1155,0.7817,1.3015,0.0094,1.1552,0.0347,0.0501,0.027,0.0193,0.0154,0.1348,0.001,0.104,0.0077,0.0077,0.0039,0.0116,0,1.1282,0.9819,0.5314,0.4236,0.1733,0.4698,0.8702,54,0.4005,0.7047,0.2079,0.4967,0.9472,1.752,1.0281,0.0193,44.6053,1.9792,11.8791,19.1105,14.0431,1.2052,44.6053,0.8471,56.8,0.3466,40.9,24.9172,110.9472,59.8537,1.2322,1.0897,0.2618,0.6777,0.3581,29.8421,0.3389,0.0077,0.0039,1.4555,0.0077,0.0193,0,3.0843,0.4274,0.4698,Offensive Wing Back
William Carvalho,1,0.0755,0.0792,0.1547,0.0717,0.0038,0.0075,0.0328,0.0328,0.0245,0.0574,0.6113,0.4226,0.2491,36.6,0.09,0.29,0.0664,0.1,-1.7,-1.7,373.8151,106.6792,91.3,89.9,75.7,0.0283,0.0547,0.3132,2.517,0.3472,0.0038,2.834,24.9509,0.5585,0.5472,0.117,0.2415,0.0981,0.0113,0,0,0,0,22.2755,0.0755,0.2943,0.8717,0.0087,0.7509,0.0189,0.0528,0.0264,0.0075,0.0151,0.1019,0.001,0.0755,0.0038,0.0113,0.0075,0,0.0038,0.6377,0.5283,0.2642,0.3245,0.0491,0.2264,0.5736,39.5,0.3472,0.2755,0.0792,0.1962,0.3509,0.8679,0.3585,0.0075,28.6679,0.6868,4.7509,19.4226,4.7774,0.4075,28.6679,0.883,67.9,0.2604,29.5,17.8302,78.6075,39.6906,0.5887,0.4906,0.0679,0.3283,0.4189,22.6679,0.2604,0.0151,0.0038,1.0717,0,0,0,2.5132,0.5962,0.3698,Disruptor
Catena,1,0.0543,0.0272,0.0815,0.0543,0,0,0.0668,0.0668,0.0283,0.0951,0.1413,0.6413,0.1685,26.3,0.08,0.32,0.0554,0.1,-2.3,-2.3,949.2391,382.7228,87.1,89.6,61.7,0.0245,-0.0011,0.1902,3.0489,0.0978,0.0054,3.4674,49.1685,3.0652,2.7446,0.038,0.9293,0.0652,0.2717,0,0,0,0,42.1413,0.1902,0.3424,0.7011,0.0038,0.5435,0.0489,0.0054,0.0652,0.0217,0.0163,0.0489,0.0003,0.0435,0,0,0.0054,0,0,1,0.6033,0.7011,0.2663,0.0326,0.5707,1.0163,56.1,0.4457,0.8859,0.5652,0.3207,1.1576,2.1576,4.6685,0.0489,61.7283,6.9728,31.9946,28.4891,1.6196,0.9837,61.7283,0.2065,76.3,0.0489,23.7,32.8152,165.1902,99.1522,0.5435,0.1141,0.0054,0.3315,0.1196,37.4946,0.2989,0.0163,0.0054,1.2283,0,0.0272,0.0054,5.0978,3.4022,1.2772,Aggressor
Dani Ceballos,1,0.0789,0.1052,0.1841,0.0789,0,0,0.0362,0.0362,0.0539,0.0894,1.6568,0.9073,0.3287,30.4,0.05,0.24,0.1361,0.07,-0.5,-0.5,576.0289,153.1887,93.4,92.4,73.5,0.0533,0.0513,0.7692,3.9711,0.572,0.0592,4.8389,37.2058,1.8475,0.8481,0.1644,0.5128,1.2097,0.3419,0.6312,0.217,0.1446,0.0131,34.668,0.1183,0.6377,1.9592,0.0254,1.5253,0.1446,0.0723,0.0657,0.1183,0.0329,0.1775,0.0023,0.1249,0.0131,0.0066,0.0197,0.0066,0.0066,1.1506,1.5122,0.4931,0.4208,0.2367,0.526,1.5122,34.8,0.9862,0.6706,0.0986,0.572,1.3609,1.9132,0.309,0.0197,44.5562,1.0914,7.7975,25.0099,12.2814,0.8547,44.5562,1.3675,60.6,0.5128,37.5,31.3083,186.3116,93.0243,1.5516,1.4661,0.1709,0.6969,0.6969,34.2669,0.2696,0.0066,0.0066,1.1571,0,0,0,3.833,0.1972,0.4208,Creator
\xc3\x81lex Centelles,1,0.0163,0.0817,0.098,0.0163,0,0,0.0196,0.0196,0.1013,0.1193,4.4118,0.3758,0.1307,34.8,0.04,0.13,0.3578,0.05,-0.2,-0.2,723.1209,261.9281,90.2,80.2,51,0.0703,-0.0196,0.9967,3.0229,0.6863,0.2941,3.5621,43.1863,11.2908,1.7157,0.0327,0.4739,2.5817,9.3954,0.1797,0.0654,0.098,0.0163,42.1732,0.1961,1.2255,1.9608,0.032,1.4379,0.2941,0.1144,0.049,0.0327,0.0327,0.1961,0.0033,0.1471,0.0163,0.0163,0,0,0.0163,1.4706,0.8824,0.9967,0.4085,0.0654,0.9314,1.6176,57.6,0.6863,0.9477,0.2124,0.7353,1.1438,2.6144,2.7124,0,63.7908,3.1373,22.7124,27.3529,14.281,0.8824,63.7908,1.6176,50.5,0.7843,48.5,32.1732,157.6797,83.8562,1.9771,1.4706,0.3268,0.9641,0.5392,36.2255,0.1797,0.0163,0,0.9477,0,0.0163,0,5.1797,0.8007,1.1438,Offensive Wing Back
Franco Cervi,1,0.13,0.1559,0.2859,0.13,0,0,0.0702,0.0702,0.0565,0.1261,3.3528,0.9227,0.3444,37.3,0.11,0.28,0.1157,0.12,-0.8,-0.8,231.1956,61.9948,86.5,76.6,43,0.0624,0.0994,0.5393,1.0461,0.5068,0.1624,1.7674,19.3437,1.8324,0.2859,0.0065,0.065,3.4958,0.8512,0.6953,0.1819,0.3834,0.0065,15.5686,0.091,0.7862,1.2865,0.0166,0.8707,0.117,0.026,0.0845,0.1494,0.039,0.13,0.0017,0.104,0,0,0.0195,0.0065,0,1.7284,1.4295,0.7147,0.7212,0.2924,0.6303,1.475,42.7,0.8447,0.8512,0.039,0.8122,0.9747,2.4886,0.3899,0,28.0637,0.3834,4.7888,12.1832,11.3255,1.384,28.0637,0.9747,40.7,0.5198,53.3,15.1007,82.5601,36.5497,1.1566,0.9422,0.2014,1.0006,0.5393,16.9461,0.1624,0.0065,0,1.0071,0.0325,0,0,3.4308,0.2989,0.6108,Wide Winger
Pep Chavarr\xc3\xada,1,0.0139,0.0418,0.0557,0.0139,0,0,0.0306,0.0306,0.0836,0.1142,4.3315,0.5014,0.1253,25,0.03,0.11,0.2855,0.06,-1.2,-1.2,661.156,234.7632,86.1,76.6,47.1,0.0905,-0.0418,1.0585,2.5905,1.2535,0.8217,3.2033,44.9582,9.0529,0.8774,0.0418,0.2368,4.4847,8.0501,0.1114,0.0279,0.0557,0,39.5682,0.2507,1.5877,2.2145,0.0313,1.7967,0.1811,0.0836,0.0557,0.0836,0.0139,0.0975,0.0014,0.0975,0,0,0,0,0,1.7827,1.0306,1.0724,0.5571,0.1532,1.0167,1.727,58.9,0.7103,1.156,0.2925,0.8635,1.0724,2.8552,2.493,0.0139,64.5822,3.2312,19.9304,27.0613,18.2312,0.8496,64.5822,1.7409,55.2,0.7242,41.6,34.234,210.8078,100.8357,2.7855,1.9777,0.3482,1.2117,0.6685,36.6574,0.2368,0,0,1.2396,0,0.0139,0,6.6574,0.8774,1.0167,Wide Winger
Andreas Christensen,1,0.0345,0.0173,0.0518,0.0345,0,0,0.0201,0.0201,0.0144,0.0345,0.0979,0.3051,0.0921,20.8,0.06,0.38,0.0725,0.09,-2.5,-2.5,790.1094,268.0771,94,95.7,78.4,0.0201,0.0029,0.167,2.6885,0.0864,0.0058,2.6598,44.6402,1.4738,1.186,0.0461,0.2303,0.0173,0.236,0,0,0,0,42.6828,0.0633,0.2073,0.4951,0.0044,0.4491,0,0.0115,0.0288,0,0.0058,0.0518,0.0005,0.0461,0,0,0.0058,0,0,0.7254,0.6333,0.4606,0.2418,0.023,0.2706,0.4778,56.6,0.2073,0.5527,0.3627,0.19,1.2723,1.6005,2.1416,0.0403,51.5486,4.7553,23.2124,27.0409,1.5659,0.3915,51.5486,0.1497,88.5,0.0173,11.5,32.8497,165.1123,95.0086,0.5239,0.4491,0.0058,0.2245,0.0461,37.513,0.0864,0.0058,0,0.616,0,0,0.0058,3.7478,1.6868,1.0017,Sweeper
V\xc3\xadctor Chust,1,0.0292,0,0.0292,0.0292,0,0,0.0497,0.0497,0,0.0497,0.117,0.3216,0.117,36.4,0.09,0.25,0.2836,0.15,-0.7,-0.7,723.5673,246.1404,90.7,89.6,66.7,0.0058,0,0.0292,2.0468,0.0585,0,2.2515,39.5614,1.7544,1.4912,0,0.4094,0.0585,0.2632,0,0,0,0,34.6491,0.2047,0.3509,0.4971,0.0146,0.4386,0.0292,0,0.0292,0,0,0,0,0,0,0,0,0,0,0.9649,0.5848,0.7018,0.2339,0.0292,0.5263,0.9357,56.3,0.4094,0.9064,0.4094,0.4971,0.848,1.8129,4.386,0,50.1754,6.4912,27.2222,21.7836,1.6667,0.731,50.1754,0.2632,55.6,0.117,44.4,25.5556,163.8889,87.193,0.7018,0.2632,0.0292,0.2047,0.0585,29.1813,0.1462,0.0292,0,0.8187,0,0.0877,0,5.3801,1.462,1.6374,Sweeper
Path\xc3\xa9 Ciss,1,0.1361,0.0408,0.1769,0.1361,0,0,0.1415,0.1415,0.0286,0.1714,0.6531,1.5238,0.4218,27.7,0.09,0.32,0.3224,0.09,-0.4,-0.4,642.068,205.3605,84,85.6,67.1,0.0231,0.0122,0.4354,4.0136,0.2449,0,4.1769,40.0136,1.415,1.3061,0.0544,0.9388,0.0952,0.0408,0,0,0,0,32.9116,0.1633,0.6122,1.619,0.022,1.1429,0.0272,0.1361,0.1361,0.0816,0.0952,0.0952,0.0014,0.0544,0,0,0.0136,0.0136,0.0136,2.4762,1.5782,0.9524,1.3605,0.1633,0.9116,2.1361,42.7,1.2245,1.3197,0.4626,0.8571,1.8503,4.3265,2.4626,0,54.5306,3.4422,15.0476,34.0408,6.0272,0.9932,54.5306,1.1565,69.4,0.3265,28.2,26.3265,123.7143,55.1565,0.5306,0.7075,0.0544,1.0204,0.7075,28.7619,0.5306,0.068,0.068,2.2313,0,0.0136,0.0272,7.3197,2.7891,2.0544,Disruptor
Sa\xc3\xbal Coco,1,0.0378,0,0.0378,0.0378,0,0,0.051,0.0491,0.0095,0.0586,0.1512,0.7183,0.1512,21.1,0.05,0.25,0.4234,0.07,-0.7,-0.6,1010.6427,355.5955,93.9,93.6,57.2,0.0132,-0.0095,0.0378,2.2684,0,0,3.724,61.0586,2.2495,1.8526,0.0567,0.2836,0.0189,0.2268,0,0,0,0,56.4461,0.2268,0.4915,0.3403,0.0064,0.2836,0,0,0.0567,0,0,0.0945,0.0017,0.0756,0,0,0.0189,0,0,1.2287,0.6427,0.8318,0.3214,0.0756,0.6238,0.9452,66,0.3214,1.0964,0.7183,0.3781,0.6616,1.8904,3.2514,0.0567,72.7599,6.3705,33.2514,37.8072,1.8526,0.6427,72.7599,0.2836,26.7,0.1134,40,45.482,228.6767,134.5558,0.5482,0.4159,0.0189,0.6805,0.2457,50.794,0.2647,0,0,0.9263,0,0.0378,0,5.8412,2.0794,1.0964,Sweeper
Santi Comesa\xc3\xb1a,1,0.0827,0.0573,0.14,0.0827,0,0,0.1025,0.1025,0.0592,0.1617,1.9987,0.8211,0.2292,27.9,0.1,0.36,0.0929,0.13,-5.1,-5.1,665.4742,196.0662,86.7,87.4,77.4,0.0611,-0.0019,0.9039,4.0993,0.4456,0.1018,5.1114,43.9147,1.4322,1.184,0.0446,0.6174,0.4074,0.1273,0.0255,0,0.0064,0,37.9249,0.14,0.7129,2.1897,0.0148,1.846,0.0255,0.1146,0.0637,0.1018,0.0382,0.1591,0.0011,0.1146,0,0.0127,0.0191,0.0064,0.0064,2.4188,1.5213,0.923,1.2222,0.2737,0.993,2.5016,39.7,1.5086,1.1585,0.1464,1.0121,0.9994,3.4182,1.0376,0.0255,55.8052,1.7441,11.184,34.6722,10.5856,1.5532,55.8052,2.1069,67.7,0.6429,30.5,32.1324,176.5372,93.3355,1.515,1.2031,0.1528,1.3686,1.3367,37.3838,0.2992,0.0255,0.0127,1.9096,0.0127,0,0,5.8943,1.6614,1.9796,Creator
Copete,1,0.0353,0.0353,0.0707,0.0353,0,0,0.0336,0.0247,0.023,0.0477,0.0707,0.318,0.053,16.7,0.11,0.67,0.2456,0.08,0.1,0.6,661.6961,237.9505,89.8,88.5,55.1,0.0194,0.0124,0.212,2.3498,0.1413,0.053,2.7385,38.6926,1.6431,1.5018,0.0177,0.636,0.2297,0.1413,0,0,0,0,31.8905,0.2297,0.6184,0.6184,0.011,0.477,0.0353,0.0177,0,0.0177,0.0707,0.0177,0.0004,0.0177,0,0,0,0,0,2.0495,1.1661,1.3781,0.6007,0.0707,0.9541,1.4488,65.9,0.4947,1.2014,0.6714,0.53,1.8728,3.9223,4.6996,0.0883,51.8905,6.6961,25.053,25.2473,2.1555,0.6007,51.8905,0.6007,82.4,0.106,17.6,27.9505,136.8905,83.0565,0.7597,0.371,0.0353,0.4947,0.212,28.7986,0.3534,0.053,0,1.4488,0,0.0707,0,5.4417,1.4664,1.1131,Aggressor
